resume_text,quality
"Graduate with knowledge of JavaScript, C++, Excel, Basic Python seeking entry level opportunity.",1
"Graduate with knowledge of C++, JavaScript, Communication, C seeking entry level opportunity.",1
"Graduate with knowledge of C, JavaScript, Excel, HTML seeking entry level opportunity.",1
"Graduate with knowledge of Excel, Java, CSS, Basic Python seeking entry level opportunity.",1
"Experienced professional with skills in NLP, Docker, Python, Cloud, PyTorch and over 5 years of experience.",2
"Graduate with knowledge of Excel, Basic Python, HTML, Communication seeking entry level opportunity.",1
"Experienced professional with skills in Data Analysis, Cloud, PyTorch, Machine Learning, TensorFlow and over 4 years of experience.",2
"Experienced professional with skills in Data Analysis, Deep Learning, PyTorch, Cloud, TensorFlow and over 6 years of experience.",2
"Experienced professional with skills in Cloud, PyTorch, Data Analysis, Deep Learning, Docker and over 4 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in Data Analysis, PyTorch, Machine Learning, NLP, Docker and over 8 years of experience.",2
"Graduate with knowledge of JavaScript, HTML, Excel, C++ seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Experienced professional with skills in SQL, TensorFlow, Data Analysis, NLP, Cloud and over 3 years of experience.",2
"Graduate with knowledge of C++, HTML, Excel, Basic Python seeking entry level opportunity.",1
"Experienced professional with skills in TensorFlow, Data Analysis, Cloud, NLP, Python and over 6 years of experience.",2
Fresher with no significant technical experience.,0
"Graduate with knowledge of C++, Basic Python, Java, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of JavaScript, CSS, C++, C seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Experienced professional with skills in Python, NLP, Docker, Deep Learning, PyTorch and over 5 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Experienced professional with skills in TensorFlow, Docker, Data Analysis, Python, PyTorch and over 7 years of experience.",2
"Graduate with knowledge of JavaScript, Excel, Communication, CSS seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Graduate with knowledge of Communication, C, Java, CSS seeking entry level opportunity.",1
"Graduate with knowledge of Excel, C, HTML, Java seeking entry level opportunity.",1
"Graduate with knowledge of Basic Python, Java, CSS, HTML seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Docker, SQL, Deep Learning, NLP, Cloud and over 10 years of experience.",2
"Graduate with knowledge of C, JavaScript, CSS, Java seeking entry level opportunity.",1
"Experienced professional with skills in Deep Learning, Data Analysis, Cloud, SQL, Machine Learning and over 5 years of experience.",2
"Graduate with knowledge of HTML, Java, C, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of Java, C++, Excel, Communication seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in PyTorch, Docker, Deep Learning, Machine Learning, SQL and over 3 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Experienced professional with skills in PyTorch, Machine Learning, Docker, TensorFlow, NLP and over 9 years of experience.",2
"Graduate with knowledge of C, Basic Python, HTML, CSS seeking entry level opportunity.",1
"Graduate with knowledge of JavaScript, Communication, Excel, CSS seeking entry level opportunity.",1
"Experienced professional with skills in PyTorch, Docker, TensorFlow, Deep Learning, Python and over 8 years of experience.",2
"Graduate with knowledge of C, JavaScript, C++, Java seeking entry level opportunity.",1
"Experienced professional with skills in SQL, TensorFlow, Python, Data Analysis, Docker and over 6 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of Basic Python, Java, CSS, HTML seeking entry level opportunity.",1
"Experienced professional with skills in Machine Learning, Deep Learning, Data Analysis, TensorFlow, PyTorch and over 6 years of experience.",2
"Graduate with knowledge of C, C++, Basic Python, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of Java, Communication, CSS, Excel seeking entry level opportunity.",1
"Experienced professional with skills in Cloud, Python, TensorFlow, Data Analysis, NLP and over 8 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in Python, NLP, SQL, PyTorch, TensorFlow and over 6 years of experience.",2
"Graduate with knowledge of JavaScript, Basic Python, Excel, Java seeking entry level opportunity.",1
"Graduate with knowledge of Communication, C, Java, C++ seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
Fresher with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in Python, Docker, Data Analysis, Cloud, SQL and over 10 years of experience.",2
"Experienced professional with skills in SQL, NLP, TensorFlow, Python, PyTorch and over 7 years of experience.",2
"Graduate with knowledge of CSS, HTML, Excel, Java seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of Basic Python, JavaScript, Excel, CSS seeking entry level opportunity.",1
"Graduate with knowledge of Basic Python, Java, HTML, C seeking entry level opportunity.",1
"Experienced professional with skills in Cloud, NLP, TensorFlow, Python, PyTorch and over 7 years of experience.",2
"Graduate with knowledge of Basic Python, Excel, C++, JavaScript seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Experienced professional with skills in PyTorch, NLP, Deep Learning, Cloud, TensorFlow and over 8 years of experience.",2
"Graduate with knowledge of Communication, HTML, Basic Python, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in TensorFlow, Docker, NLP, Deep Learning, Data Analysis and over 9 years of experience.",2
"Experienced professional with skills in NLP, SQL, Python, Docker, Deep Learning and over 8 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
Fresher with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of JavaScript, C++, HTML, Java seeking entry level opportunity.",1
"Graduate with knowledge of HTML, JavaScript, C, Java seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of Java, Basic Python, CSS, JavaScript seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of JavaScript, Basic Python, Java, HTML seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of C, HTML, Java, Excel seeking entry level opportunity.",1
"Experienced professional with skills in Deep Learning, SQL, PyTorch, Machine Learning, TensorFlow and over 7 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Graduate with knowledge of HTML, Basic Python, C++, Excel seeking entry level opportunity.",1
"Graduate with knowledge of Communication, C, Java, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in NLP, PyTorch, Deep Learning, TensorFlow, Docker and over 5 years of experience.",2
"Experienced professional with skills in Machine Learning, NLP, Python, Data Analysis, Cloud and over 4 years of experience.",2
Fresher with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of Communication, CSS, C, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of C++, Basic Python, Excel, Communication seeking entry level opportunity.",1
"Graduate with knowledge of Communication, Excel, JavaScript, Java seeking entry level opportunity.",1
"Graduate with knowledge of Communication, Java, Excel, HTML seeking entry level opportunity.",1
"Graduate with knowledge of CSS, C, JavaScript, Basic Python seeking entry level opportunity.",1
"Experienced professional with skills in Data Analysis, TensorFlow, NLP, Python, Cloud and over 7 years of experience.",2
"Graduate with knowledge of Java, JavaScript, Excel, C seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Experienced professional with skills in PyTorch, SQL, Deep Learning, TensorFlow, NLP and over 6 years of experience.",2
"Experienced professional with skills in Docker, SQL, NLP, Machine Learning, TensorFlow and over 9 years of experience.",2
"Experienced professional with skills in Deep Learning, TensorFlow, Data Analysis, PyTorch, Docker and over 7 years of experience.",2
"Experienced professional with skills in Machine Learning, TensorFlow, SQL, NLP, Cloud and over 7 years of experience.",2
Fresher with no significant technical experience.,0
"Graduate with knowledge of Java, Communication, JavaScript, Basic Python seeking entry level opportunity.",1
"Experienced professional with skills in PyTorch, SQL, Docker, TensorFlow, Python and over 3 years of experience.",2
"Experienced professional with skills in SQL, Deep Learning, PyTorch, Machine Learning, Cloud and over 5 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in PyTorch, Python, Cloud, NLP, TensorFlow and over 7 years of experience.",2
"Graduate with knowledge of JavaScript, HTML, Excel, C++ seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of HTML, Excel, Basic Python, C++ seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Graduate with knowledge of C++, Basic Python, Excel, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of CSS, HTML, Basic Python, C++ seeking entry level opportunity.",1
"Experienced professional with skills in Machine Learning, Cloud, Python, SQL, TensorFlow and over 6 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of C, Communication, JavaScript, Excel seeking entry level opportunity.",1
"Experienced professional with skills in Data Analysis, Machine Learning, Docker, TensorFlow, Cloud and over 8 years of experience.",2
"Graduate with knowledge of Basic Python, Java, Communication, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in SQL, PyTorch, Machine Learning, Python, Docker and over 9 years of experience.",2
"Experienced professional with skills in Docker, Python, Deep Learning, Cloud, NLP and over 8 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of JavaScript, Basic Python, Communication, Excel seeking entry level opportunity.",1
"Graduate with knowledge of HTML, C, Basic Python, Communication seeking entry level opportunity.",1
"Experienced professional with skills in TensorFlow, PyTorch, Machine Learning, Deep Learning, SQL and over 9 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in PyTorch, Cloud, NLP, SQL, Data Analysis and over 7 years of experience.",2
"Experienced professional with skills in Cloud, Deep Learning, NLP, SQL, PyTorch and over 5 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in TensorFlow, PyTorch, NLP, Machine Learning, Deep Learning and over 4 years of experience.",2
"Graduate with knowledge of Excel, HTML, Basic Python, Communication seeking entry level opportunity.",1
"Graduate with knowledge of Communication, HTML, CSS, C++ seeking entry level opportunity.",1
"Graduate with knowledge of Excel, C++, C, Java seeking entry level opportunity.",1
"Graduate with knowledge of C, CSS, JavaScript, HTML seeking entry level opportunity.",1
"Experienced professional with skills in Python, NLP, SQL, Machine Learning, Data Analysis and over 10 years of experience.",2
"Experienced professional with skills in Data Analysis, PyTorch, Deep Learning, Docker, NLP and over 9 years of experience.",2
"Graduate with knowledge of Excel, CSS, Communication, Basic Python seeking entry level opportunity.",1
"Graduate with knowledge of Java, JavaScript, C++, CSS seeking entry level opportunity.",1
"Experienced professional with skills in Docker, NLP, Data Analysis, Deep Learning, SQL and over 10 years of experience.",2
"Experienced professional with skills in Docker, SQL, Data Analysis, Machine Learning, NLP and over 5 years of experience.",2
"Experienced professional with skills in Data Analysis, Docker, NLP, Machine Learning, TensorFlow and over 9 years of experience.",2
"Experienced professional with skills in TensorFlow, Docker, SQL, Cloud, PyTorch and over 9 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Fresher with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Cloud, TensorFlow, PyTorch, Docker, Python and over 9 years of experience.",2
"Experienced professional with skills in NLP, PyTorch, Data Analysis, Python, Docker and over 4 years of experience.",2
"Experienced professional with skills in NLP, Python, TensorFlow, SQL, Docker and over 8 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of CSS, Communication, Java, C++ seeking entry level opportunity.",1
"Graduate with knowledge of C++, C, Excel, Java seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Docker, Data Analysis, SQL, Machine Learning, Deep Learning and over 6 years of experience.",2
"Graduate with knowledge of CSS, Communication, JavaScript, Excel seeking entry level opportunity.",1
"Graduate with knowledge of CSS, Excel, HTML, C++ seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of HTML, Excel, Java, Basic Python seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in Python, Data Analysis, SQL, Deep Learning, NLP and over 9 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of JavaScript, CSS, Excel, Java seeking entry level opportunity.",1
"Experienced professional with skills in Machine Learning, Deep Learning, SQL, Data Analysis, Docker and over 10 years of experience.",2
"Graduate with knowledge of CSS, Communication, C++, Java seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
Fresher with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of C++, Excel, Basic Python, Communication seeking entry level opportunity.",1
"Graduate with knowledge of HTML, Basic Python, C++, Excel seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in SQL, Python, PyTorch, Deep Learning, Machine Learning and over 6 years of experience.",2
"Graduate with knowledge of Excel, HTML, CSS, C++ seeking entry level opportunity.",1
"Graduate with knowledge of CSS, Java, C, JavaScript seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in TensorFlow, Docker, NLP, Deep Learning, Cloud and over 9 years of experience.",2
Fresher with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in Docker, Cloud, Python, TensorFlow, Deep Learning and over 5 years of experience.",2
"Experienced professional with skills in TensorFlow, PyTorch, Data Analysis, Python, SQL and over 3 years of experience.",2
Fresher with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of Java, HTML, C, Basic Python seeking entry level opportunity.",1
"Experienced professional with skills in Data Analysis, PyTorch, NLP, Cloud, Deep Learning and over 5 years of experience.",2
"Graduate with knowledge of Communication, Excel, HTML, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in Machine Learning, Docker, Cloud, TensorFlow, SQL and over 7 years of experience.",2
"Graduate with knowledge of C++, C, CSS, HTML seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Graduate with knowledge of CSS, C, Basic Python, Communication seeking entry level opportunity.",1
"Experienced professional with skills in SQL, Data Analysis, Machine Learning, Python, Deep Learning and over 7 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of Communication, C, Basic Python, CSS seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of Basic Python, C, Java, CSS seeking entry level opportunity.",1
"Graduate with knowledge of Excel, Java, HTML, Basic Python seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Graduate with knowledge of JavaScript, Excel, C++, CSS seeking entry level opportunity.",1
"Graduate with knowledge of Basic Python, C, Excel, HTML seeking entry level opportunity.",1
"Graduate with knowledge of Java, Basic Python, C++, C seeking entry level opportunity.",1
"Experienced professional with skills in Machine Learning, Docker, TensorFlow, Cloud, PyTorch and over 6 years of experience.",2
"Graduate with knowledge of Excel, Basic Python, Java, CSS seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in TensorFlow, Machine Learning, NLP, Deep Learning, Data Analysis and over 3 years of experience.",2
"Experienced professional with skills in Cloud, NLP, Deep Learning, Machine Learning, Docker and over 7 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in TensorFlow, Cloud, Docker, Deep Learning, SQL and over 5 years of experience.",2
"Graduate with knowledge of CSS, JavaScript, Excel, Basic Python seeking entry level opportunity.",1
"Graduate with knowledge of C, Basic Python, Java, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in Python, Deep Learning, Data Analysis, NLP, PyTorch and over 10 years of experience.",2
"Experienced professional with skills in NLP, TensorFlow, Docker, Python, Cloud and over 5 years of experience.",2
"Graduate with knowledge of Excel, CSS, HTML, C seeking entry level opportunity.",1
"Graduate with knowledge of HTML, JavaScript, Java, Communication seeking entry level opportunity.",1
"Experienced professional with skills in Docker, Deep Learning, TensorFlow, Python, PyTorch and over 5 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of Basic Python, Java, CSS, C seeking entry level opportunity.",1
"Graduate with knowledge of HTML, C++, Communication, JavaScript seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of Communication, Basic Python, HTML, C seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Experienced professional with skills in PyTorch, Deep Learning, SQL, TensorFlow, Data Analysis and over 8 years of experience.",2
"Graduate with knowledge of CSS, C++, C, Basic Python seeking entry level opportunity.",1
"Experienced professional with skills in Machine Learning, NLP, TensorFlow, Cloud, Data Analysis and over 8 years of experience.",2
"Experienced professional with skills in Data Analysis, TensorFlow, PyTorch, Deep Learning, Cloud and over 5 years of experience.",2
"Experienced professional with skills in Deep Learning, PyTorch, Python, Docker, TensorFlow and over 6 years of experience.",2
"Graduate with knowledge of Communication, C++, Java, CSS seeking entry level opportunity.",1
"Graduate with knowledge of CSS, Excel, JavaScript, HTML seeking entry level opportunity.",1
"Graduate with knowledge of C, Basic Python, CSS, Communication seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of C++, Java, Excel, C seeking entry level opportunity.",1
"Experienced professional with skills in Deep Learning, Docker, NLP, PyTorch, Python and over 6 years of experience.",2
"Graduate with knowledge of Communication, Java, Excel, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of Communication, C, Excel, JavaScript seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of Basic Python, JavaScript, C, C++ seeking entry level opportunity.",1
"Graduate with knowledge of HTML, Basic Python, CSS, C seeking entry level opportunity.",1
"Experienced professional with skills in SQL, Cloud, Python, Docker, TensorFlow and over 6 years of experience.",2
"Graduate with knowledge of Basic Python, C, Excel, JavaScript seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of JavaScript, C, C++, HTML seeking entry level opportunity.",1
"Experienced professional with skills in Data Analysis, Docker, TensorFlow, Cloud, SQL and over 10 years of experience.",2
"Graduate with knowledge of Basic Python, HTML, Java, C seeking entry level opportunity.",1
"Graduate with knowledge of Basic Python, C, CSS, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in Deep Learning, Data Analysis, Machine Learning, Docker, NLP and over 10 years of experience.",2
"Graduate with knowledge of Communication, Java, Excel, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of C++, Java, Excel, Communication seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of HTML, C++, C, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in NLP, Cloud, PyTorch, Data Analysis, SQL and over 4 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in Deep Learning, SQL, PyTorch, Docker, Machine Learning and over 4 years of experience.",2
"Experienced professional with skills in NLP, PyTorch, SQL, Data Analysis, Python and over 10 years of experience.",2
Fresher with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in Cloud, PyTorch, TensorFlow, SQL, Python and over 4 years of experience.",2
"Experienced professional with skills in Python, Machine Learning, TensorFlow, NLP, Docker and over 6 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of CSS, JavaScript, HTML, Basic Python seeking entry level opportunity.",1
"Experienced professional with skills in SQL, TensorFlow, Docker, Deep Learning, Data Analysis and over 4 years of experience.",2
"Graduate with knowledge of Basic Python, Java, C++, CSS seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Graduate with knowledge of C, C++, CSS, Java seeking entry level opportunity.",1
"Graduate with knowledge of Java, C, CSS, Basic Python seeking entry level opportunity.",1
"Graduate with knowledge of JavaScript, CSS, Java, HTML seeking entry level opportunity.",1
"Experienced professional with skills in NLP, Docker, Cloud, Data Analysis, TensorFlow and over 3 years of experience.",2
"Experienced professional with skills in SQL, Data Analysis, Cloud, Docker, PyTorch and over 6 years of experience.",2
"Experienced professional with skills in Machine Learning, Cloud, PyTorch, Python, Deep Learning and over 3 years of experience.",2
"Experienced professional with skills in Python, Machine Learning, Docker, TensorFlow, Data Analysis and over 10 years of experience.",2
"Experienced professional with skills in Machine Learning, Data Analysis, Python, PyTorch, Docker and over 9 years of experience.",2
"Graduate with knowledge of Basic Python, Excel, Communication, CSS seeking entry level opportunity.",1
"Experienced professional with skills in Data Analysis, Docker, Deep Learning, NLP, PyTorch and over 6 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of Java, Basic Python, HTML, C seeking entry level opportunity.",1
"Experienced professional with skills in Deep Learning, Machine Learning, SQL, Python, NLP and over 8 years of experience.",2
"Graduate with knowledge of Communication, JavaScript, C, Excel seeking entry level opportunity.",1
"Experienced professional with skills in Cloud, Python, Deep Learning, Machine Learning, SQL and over 9 years of experience.",2
"Experienced professional with skills in TensorFlow, Docker, Python, Machine Learning, SQL and over 8 years of experience.",2
Fresher with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of Communication, CSS, C++, Basic Python seeking entry level opportunity.",1
"Graduate with knowledge of C++, HTML, CSS, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in Machine Learning, NLP, TensorFlow, Docker, Cloud and over 8 years of experience.",2
"Graduate with knowledge of CSS, Excel, Java, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of C, HTML, Excel, JavaScript seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Graduate with knowledge of Basic Python, HTML, Communication, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of Communication, JavaScript, HTML, C seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in PyTorch, SQL, Data Analysis, Python, TensorFlow and over 4 years of experience.",2
"Experienced professional with skills in Cloud, TensorFlow, NLP, Data Analysis, SQL and over 3 years of experience.",2
"Experienced professional with skills in Machine Learning, TensorFlow, Data Analysis, SQL, Docker and over 7 years of experience.",2
"Graduate with knowledge of C++, Communication, JavaScript, Basic Python seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Data Analysis, TensorFlow, SQL, Deep Learning, Machine Learning and over 5 years of experience.",2
"Graduate with knowledge of JavaScript, Excel, HTML, Communication seeking entry level opportunity.",1
"Experienced professional with skills in Deep Learning, Docker, Python, NLP, TensorFlow and over 4 years of experience.",2
"Graduate with knowledge of HTML, Communication, CSS, C seeking entry level opportunity.",1
"Graduate with knowledge of JavaScript, Communication, CSS, C seeking entry level opportunity.",1
"Experienced professional with skills in Python, TensorFlow, Deep Learning, SQL, PyTorch and over 10 years of experience.",2
"Experienced professional with skills in Deep Learning, Data Analysis, Machine Learning, Cloud, Docker and over 5 years of experience.",2
Interested in IT field with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in NLP, PyTorch, Deep Learning, Machine Learning, TensorFlow and over 6 years of experience.",2
"Experienced professional with skills in NLP, Cloud, Docker, PyTorch, Python and over 7 years of experience.",2
"Graduate with knowledge of Communication, HTML, C, Excel seeking entry level opportunity.",1
"Experienced professional with skills in Cloud, TensorFlow, SQL, Docker, Deep Learning and over 9 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of Basic Python, JavaScript, C, Java seeking entry level opportunity.",1
"Graduate with knowledge of Excel, Communication, CSS, Basic Python seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in Deep Learning, Docker, PyTorch, Data Analysis, Cloud and over 8 years of experience.",2
"Experienced professional with skills in Python, Cloud, Machine Learning, PyTorch, Deep Learning and over 8 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Experienced professional with skills in SQL, PyTorch, Deep Learning, Python, Machine Learning and over 10 years of experience.",2
"Graduate with knowledge of CSS, Basic Python, C, Excel seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in NLP, Data Analysis, Docker, Cloud, PyTorch and over 8 years of experience.",2
Looking for job opportunity with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of CSS, Basic Python, HTML, Java seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Machine Learning, SQL, Docker, Python, NLP and over 9 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Data Analysis, Cloud, Python, TensorFlow, NLP and over 3 years of experience.",2
"Experienced professional with skills in SQL, TensorFlow, Deep Learning, NLP, Docker and over 9 years of experience.",2
"Experienced professional with skills in NLP, Cloud, Data Analysis, Python, SQL and over 5 years of experience.",2
Fresher with no significant technical experience.,0
"Experienced professional with skills in Docker, TensorFlow, Python, Data Analysis, Machine Learning and over 7 years of experience.",2
"Experienced professional with skills in NLP, Python, Docker, PyTorch, Data Analysis and over 4 years of experience.",2
"Graduate with knowledge of JavaScript, C, CSS, HTML seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of C, Java, C++, Excel seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of HTML, Excel, C, Communication seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Experienced professional with skills in Deep Learning, Docker, NLP, Machine Learning, Data Analysis and over 6 years of experience.",2
Interested in IT field with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of Basic Python, HTML, C, C++ seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of HTML, C++, Java, Excel seeking entry level opportunity.",1
"Graduate with knowledge of C, JavaScript, Java, CSS seeking entry level opportunity.",1
"Graduate with knowledge of C, CSS, Basic Python, C++ seeking entry level opportunity.",1
"Experienced professional with skills in TensorFlow, Docker, Deep Learning, Cloud, Machine Learning and over 3 years of experience.",2
"Experienced professional with skills in PyTorch, Python, Docker, Machine Learning, NLP and over 8 years of experience.",2
"Experienced professional with skills in PyTorch, Cloud, Data Analysis, SQL, Python and over 8 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of Communication, Excel, CSS, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of Communication, JavaScript, Excel, Basic Python seeking entry level opportunity.",1
"Experienced professional with skills in Data Analysis, NLP, Docker, Machine Learning, TensorFlow and over 5 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in NLP, Python, Docker, Data Analysis, Cloud and over 8 years of experience.",2
"Experienced professional with skills in PyTorch, SQL, NLP, Docker, TensorFlow and over 10 years of experience.",2
"Experienced professional with skills in Python, NLP, Docker, Deep Learning, PyTorch and over 6 years of experience.",2
"Graduate with knowledge of C++, JavaScript, Basic Python, Communication seeking entry level opportunity.",1
"Graduate with knowledge of JavaScript, HTML, Excel, Java seeking entry level opportunity.",1
"Experienced professional with skills in SQL, TensorFlow, Cloud, Docker, Deep Learning and over 5 years of experience.",2
Interested in IT field with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
Basic computer knowledge with no significant technical experience.,0
